iter	Passed	Remaining
1660	255168	205701
1661	255352	205572
1662	255516	205426
1663	255705	205302
1664	255913	205191
1665	256092	205058
1666	256289	204939
1667	256501	204832
1668	256859	204841
1669	257146	204793
1670	257353	204681
1671	257555	204566
1672	257769	204459
1673	257985	204353
1674	258192	204241
1675	258384	204117
1676	258595	204007
1677	258775	203874
1678	258963	203746
1679	259148	203616
1680	259320	203476
1681	259476	203323
1682	259654	203187
1683	259870	203081
1684	260068	202961
1685	260259	202835
1686	260452	202711
1687	260639	202582
1688	260824	202451
1689	261035	202341
1690	261222	202211
1691	261398	202074
1692	261578	201939
1693	261786	201825
1694	261965	201690
1695	262174	201577
1696	262368	201453
1697	262548	201318
1698	262785	201226
1699	262991	201110
1700	263191	200991
1701	263409	200884
1702	263598	200755
1703	263804	200640
1704	263993	200510
1705	264192	200390
1706	264399	200274
1707	264621	200170
1708	264822	200050
1709	264998	199911
1710	265204	199794
1711	265429	199692
1712	265641	199580
1713	265852	199466
1714	266044	199339
1715	266265	199233
1716	266474	199119
1717	266700	199016
1718	266900	198894
1719	267077	198755
1720	267274	198631
1721	267446	198488
1722	267648	198367
1723	267874	198264
1724	268056	198129
1725	268279	198023
1726	268480	197901
1727	268682	197780
1728	268938	197698
1729	269123	197564
1730	269289	197416
1731	269499	197300
1732	269697	197176
1733	269911	197063
1734	270113	196941
1735	270341	196838
1736	270545	196717
1737	270737	196588
1738	270933	196462
1739	271140	196343
1740	271359	196233
1741	271596	196135
1742	271843	196045
1743	272049	195925
1744	272266	195813
1745	272485	195702
1746	272703	195590
1747	272914	195474
1748	273159	195381
1749	273347	195248
1750	273558	195130
1751	273760	195007
1752	273955	194878
1753	274206	194789
1754	274399	194659
1755	274579	194519
1756	274786	194398
1757	274976	194266
1758	275197	194155
1759	275395	194028
1760	275575	193888
1761	275794	193776
1762	275988	193645
1763	276193	193523
1764	276494	193467
1765	276817	193427
1766	277068	193336
1767	277319	193245
1768	277715	193254
1769	277997	193184
1770	278236	193084
1771	278488	192993
1772	278762	192917
1773	279094	192880
1774	279343	192786
1775	279582	192684
1776	279829	192589
1777	280054	192478
1778	280266	192358
1779	280516	192264
1780	280767	192170
1781	280978	192049
1782	281181	191922
1783	281366	191783
1784	281550	191643
1785	281736	191505
1786	281951	191386
1787	282179	191276
1788	282386	191151
1789	282590	191025
1790	282771	190882
1791	282974	190754
1792	283172	190623
1793	283368	190491
1794	283561	190357
1795	283764	190229
1796	283956	190094
1797	284152	189961
1798	284364	189840
1799	284573	189715
1800	284753	189572
1801	284940	189433
1802	285158	189314
1803	285381	189199
1804	285582	189069
1805	285766	188928
1806	286010	188827
1807	286307	188760
1808	286505	188628
1809	286684	188483
1810	286889	188355
1811	287070	188211
1812	287246	188065
1813	287421	187917
1814	287627	187790
1815	287814	187650
1816	288001	187510
1817	288207	187382
1818	288407	187250
1819	288612	187122
1820	288780	186970
1821	288952	186819
1822	289128	186672
1823	289303	186524
1824	289511	186397
1825	289692	186253
1826	289879	186112
1827	290089	185987
1828	290287	185854
1829	290471	185711
1830	290706	185601
1831	290902	185466
1832	291087	185324
1833	291288	185192
1834	291496	185064
1835	291667	184913
1836	291845	184766
1837	292055	184640
1838	292256	184508
1839	292439	184363
1840	292636	184229
1841	292849	184104
1842	293023	183954
1843	293205	183810
1844	293399	183672
1845	293571	183521
1846	293736	183366
1847	293908	183215
1848	294110	183083
1849	294302	182944
1850	294459	182784
1851	294674	182660
1852	294871	182524
1853	295089	182401
1854	295281	182262
1855	295462	182117
1856	295664	181984
1857	295822	181824
1858	296025	181691
1859	296238	181565
1860	296426	181423
1861	296621	181286
1862	296810	181145
1863	296999	181003
1864	297209	180875
1865	297403	180737
1866	297580	180588
1867	297753	180437
1868	297944	180297
1869	298131	180154
1870	298312	180007
1871	298510	179871
1872	298700	179730
1873	298891	179590
1874	299069	179441
1875	299297	179323
1876	299484	179180
1877	299661	179031
1878	299849	178888
1879	300030	178741
1880	300222	178601
1881	300398	178451
1882	300583	178306
1883	300766	178160
1884	300948	178014
1885	301125	177864
1886	301347	177742
1887	301555	177611
1888	301718	177453
1889	301947	177334
1890	302134	177190
1891	302308	177038
1892	302477	176884
1893	302676	176747
1894	302858	176600
1895	303040	176453
1896	303241	176318
1897	303408	176162
1898	303598	176019
1899	303803	175886
1900	304006	175751
1901	304234	175630
1902	304410	175480
1903	304631	175355
1904	304839	175222
1905	305027	175078
1906	305197	174924
1907	305384	174779
1908	305597	174650
1909	305796	174512
1910	306077	174421
1911	306332	174314
1912	306524	174172
1913	306719	174031
1914	306922	173896
1915	307103	173747
1916	307272	173592
1917	307459	173447
1918	307630	173292
1919	307828	173153
1920	308014	173007
1921	308207	172865
1922	308398	172722
1923	308583	172575
1924	308789	172441
1925	308984	172299
1926	309182	172160
1927	309382	172021
1928	309587	171886
1929	309799	171754
1930	309980	171605
1931	310191	171472
1932	310388	171331
1933	310600	171199
1934	310798	171059
1935	311002	170923
1936	311183	170773
1937	311378	170631
1938	311565	170485
1939	311768	170347
1940	311959	170203
1941	312210	170092
1942	312391	169942
1943	312574	169793
1944	312761	169647
1945	312947	169500
1946	313147	169360
1947	313356	169225
1948	313546	169080
1949	313732	168933
1950	313925	168789
1951	314122	168647
1952	314341	168518
1953	314517	168365
1954	314700	168215
1955	314882	168066
1956	315074	167921
1957	315251	167768
1958	315447	167626
1959	315647	167486
1960	315829	167336
1961	316035	167199
1962	316236	167059
1963	316444	166922
1964	316618	166768
1965	316797	166616
1966	316994	166474
1967	317167	166319
1968	317367	166178
1969	317541	166024
1970	317723	165874
1971	317913	165727
1972	318111	165585
1973	318321	165449
1974	318543	165319
1975	318766	165190
1976	318946	165039
1977	319136	164892
1978	319304	164734
1979	319493	164587
1980	319674	164436
1981	319865	164290
1982	320077	164154
1983	320272	164010
1984	320455	163860
1985	320657	163719
1986	320860	163579
1987	321043	163428
1988	321226	163278
1989	321407	163126
1990	321597	162979
1991	321793	162835
1992	322014	162703
1993	322217	162562
1994	322402	162413
1995	322580	162259
1996	322769	162112
1997	322990	161980
1998	323168	161826
1999	323344	161672
2000	323549	161532
2001	323712	161370
2002	323904	161224
2003	324088	161073
2004	324284	160929
2005	324451	160770
2006	324640	160621
2007	324858	160487
2008	325060	160345
2009	325259	160202
2010	325475	160067
2011	325634	159904
2012	325851	159769
2013	326064	159632
2014	326240	159477
2015	326448	159337
2016	326614	159177
2017	326791	159023
2018	326979	158873
2019	327189	158735
2020	327374	158584
2021	327568	158437
2022	327751	158286
2023	327974	158153
2024	328187	158016
2025	328387	157872
2026	328577	157723
2027	328770	157576
2028	328941	157418
2029	329128	157268
2030	329354	157136
2031	329544	156987
2032	329739	156841
2033	329914	156685
2034	330098	156533
2035	330304	156391
2036	330490	156240
2037	330670	156086
2038	330847	155931
2039	331063	155794
2040	331226	155632
2041	331419	155484
2042	331625	155343
2043	331819	155195
2044	332003	155043
2045	332212	154902
2046	332394	154749
2047	332583	154599
2048	332762	154444
2049	332958	154298
2050	333130	154139
2051	333287	153974
2052	333511	153841
2053	333796	153734
2054	334043	153611
2055	334315	153498
2056	334533	153361
2057	334800	153246
2058	335051	153124
2059	335276	152990
2060	335441	152828
2061	335645	152684
2062	335868	152549
2063	336079	152408
2064	336233	152241
2065	336411	152085
2066	336567	151919
2067	336718	151751
2068	336865	151581
2069	337029	151419
2070	337195	151257
2071	337407	151116
2072	337557	150948
2073	337703	150777
2074	337851	150608
2075	338004	150441
2076	338163	150276
2077	338308	150105
2078	338463	149939
2079	338637	149782
2080	338794	149616
2081	338946	149448
2082	339087	149276
2083	339223	149102
2084	339370	148932
2085	339503	148756
2086	339660	148591
2087	339818	148426
2088	339976	148261
2089	340125	148092
2090	340270	147922
2091	340418	147753
2092	340567	147584
2093	340712	147414
2094	340868	147248
2095	341022	147082
2096	341161	146909
2097	341335	146751
2098	341588	146627
2099	341745	146462
2100	341895	146294
2101	342050	146128
2102	342220	145968
2103	342370	145800
2104	342525	145634
2105	342669	145463
2106	342838	145303
2107	342977	145130
2108	343116	144958
2109	343258	144786
2110	343394	144613
2111	343530	144438
2112	343661	144262
2113	343820	144098
2114	343953	143923
2115	344098	143753
2116	344253	143588
2117	344402	143419
2118	344571	143259
2119	344732	143096
2120	344873	142924
2121	345018	142755
2122	345176	142590
2123	345326	142422
2124	345496	142263
2125	345651	142097
2126	345799	141928
2127	345935	141755
2128	346091	141590
2129	346252	141427
2130	346408	141261
2131	346554	141092
2132	346699	140922
2133	346831	140747
2134	346969	140575
2135	347115	140406
2136	347254	140234
2137	347417	140071
2138	347549	139897
2139	347685	139724
2140	347818	139549
2141	347956	139377
2142	348092	139204
2143	348242	139037
2144	348398	138872
2145	348537	138700
2146	348687	138532
2147	348828	138362
2148	348978	138194
2149	349124	138026
2150	349275	137859
2151	349428	137692
2152	349566	137520
2153	349709	137351
2154	349847	137179
2155	349992	137009
2156	350163	136850
2157	350307	136681
2158	350449	136511
2159	350607	136347
2160	350779	136188
2161	350947	136028
2162	351105	135864
2163	351248	135694
2164	351406	135531
2165	351541	135358
2166	351683	135187
2167	351835	135021
2168	351983	134853
2169	352138	134688
2170	352289	134522
2171	352431	134352
2172	352589	134188
2173	352752	134026
2174	352909	133862
2175	353062	133696
2176	353206	133527
2177	353343	133355
2178	353505	133193
2179	353646	133023
2180	353824	132866
2181	353977	132701
2182	354131	132535
2183	354281	132368
2184	354428	132201
2185	354573	132032
2186	354731	131868
2187	354882	131702
2188	355043	131539
2189	355203	131376
2190	355352	131209
2191	355491	131038
2192	355630	130868
2193	355780	130701
2194	355913	130528
2195	356050	130357
2196	356217	130196
2197	356366	130029
2198	356514	129862
2199	356675	129700
2200	356815	129530
2201	356966	129364
2202	357145	129207
2203	357302	129043
2204	357452	128877
2205	357596	128708
2206	357744	128541
2207	357907	128379
2208	358049	128210
2209	358222	128052
2210	358393	127893
2211	358582	127741
2212	358765	127586
2213	359001	127450
2214	359242	127316
2215	359403	127153
2216	359569	126992
2217	359727	126829
2218	359891	126667
2219	360047	126503
2220	360189	126334
2221	360334	126165
2222	360495	126003
2223	360637	125834
2224	360781	125665
2225	360915	125493
2226	361062	125326
2227	361224	125163
2228	361379	124999
2229	361515	124828
2230	361672	124664
2231	361812	124494
2232	361981	124334
2233	362132	124168
2234	362272	123999
2235	362428	123835
2236	362567	123665
2237	362714	123498
2238	362875	123335
2239	363029	123170
2240	363202	123012
2241	363347	122844
2242	363500	122679
2243	363657	122515
2244	363816	122352
2245	363982	122191
2246	364139	122027
2247	364294	121863
2248	364472	121706
2249	364615	121538
2250	364759	121370
2251	364913	121205
2252	365068	121041
2253	365201	120869
2254	365344	120701
2255	365484	120532
2256	365639	120367
2257	365791	120202
2258	365930	120032
2259	366084	119868
2260	366230	119701
2261	366376	119533
2262	366521	119366
2263	366664	119198
2264	366825	119036
2265	366984	118873
2266	367168	118718
2267	367332	118557
2268	367496	118395
2269	367634	118226
2270	367781	118059
2271	367943	117897
2272	368096	117732
2273	368244	117566
2274	368400	117402
2275	368557	117238
2276	368716	117076
2277	368858	116907
2278	369010	116742
2279	369139	116570
2280	369282	116402
2281	369436	116238
2282	369591	116074
2283	369732	115905
2284	369881	115739
2285	370035	115575
2286	370178	115407
2287	370329	115242
2288	370472	115074
2289	370612	114905
2290	370753	114737
2291	370899	114571
2292	371047	114404
2293	371193	114238
2294	371343	114072
2295	371502	113910
2296	371644	113742
2297	371796	113577
2298	371964	113417
2299	372114	113252
2300	372260	113085
2301	372418	112922
2302	372558	112754
2303	372702	112587
2304	372847	112420
2305	373001	112256
2306	373161	112093
2307	373300	111925
2308	373446	111759
2309	373578	111588
2310	373708	111417
2311	373844	111247
2312	374004	111085
2313	374157	110921
2314	374305	110755
2315	374456	110590
2316	374615	110428
2317	374762	110262
2318	374916	110098
2319	375067	109933
2320	375231	109772
2321	375390	109610
2322	375537	109444
2323	375694	109281
2324	375840	109115
2325	375986	108948
2326	376144	108786
2327	376303	108623
2328	376461	108461
2329	376609	108295
2330	376750	108127
2331	376893	107960
2332	377041	107795
2333	377179	107626
2334	377319	107459
2335	377462	107292
2336	377615	107128
2337	377777	106966
2338	377931	106803
2339	378087	106639
2340	378233	106474
2341	378385	106309
2342	378542	106147
2343	378691	105981
2344	378823	105812
2345	378980	105649
2346	379126	105483
2347	379276	105318
2348	379430	105154
2349	379582	104990
2350	379733	104826
2351	379873	104659
2352	380028	104495
2353	380171	104329
2354	380313	104162
2355	380463	103997
2356	380609	103832
2357	380757	103666
2358	380898	103499
2359	381045	103334
2360	381202	103171
2361	381351	103006
2362	381502	102842
2363	381636	102673
2364	381775	102506
2365	381918	102340
2366	382075	102177
2367	382220	102011
2368	382369	101846
2369	382514	101681
2370	382653	101513
2371	382818	101353
2372	382981	101192
2373	383157	101034
2374	383314	100872
2375	383447	100703
2376	383596	100538
2377	383731	100370
2378	383879	100205
2379	384022	100039
2380	384164	99872
2381	384300	99705
2382	384448	99540
2383	384625	99383
2384	384778	99219
2385	384921	99053
2386	385073	98889
2387	385213	98723
2388	385371	98560
2389	385519	98396
2390	385663	98230
2391	385796	98061
2392	385936	97895
2393	386094	97733
2394	386267	97574
2395	386416	97410
2396	386562	97245
2397	386698	97077
2398	386863	96917
2399	387012	96753
2400	387161	96588
2401	387310	96424
2402	387441	96255
2403	387577	96088
2404	387727	95924
2405	387881	95761
2406	388022	95595
2407	388161	95428
2408	388308	95263
2409	388465	95101
2410	388607	94935
2411	388751	94770
2412	388906	94607
2413	389054	94443
2414	389193	94276
2415	389342	94112
2416	389493	93948
2417	389633	93782
2418	389771	93616
2419	389918	93451
2420	390053	93284
2421	390190	93117
2422	390341	92953
2423	390481	92787
2424	390616	92620
2425	390776	92459
2426	390939	92298
2427	391097	92136
2428	391240	91971
2429	391390	91807
2430	391531	91641
2431	391677	91477
2432	391830	91314
2433	391982	91151
2434	392138	90989
2435	392282	90824
2436	392423	90658
2437	392580	90496
2438	392724	90331
2439	392860	90164
2440	393015	90002
2441	393162	89838
2442	393304	89672
2443	393457	89510
2444	393606	89346
2445	393799	89192
2446	393943	89027
2447	394121	88870
2448	394270	88706
2449	394416	88542
2450	394574	88380
2451	394775	88228
2452	394917	88063
2453	395090	87905
2454	395248	87743
2455	395403	87581
2456	395561	87419
2457	395693	87252
2458	395861	87092
2459	396010	86929
2460	396144	86762
2461	396285	86596
2462	396441	86434
2463	396596	86272
2464	396753	86110
2465	396898	85946
2466	397091	85792
2467	397303	85642
2468	397499	85488
2469	397699	85336
2470	397868	85177
2471	398047	85019
2472	398232	84863
2473	398390	84702
2474	398546	84540
2475	398687	84374
2476	398837	84211
2477	398992	84049
2478	399148	83887
2479	399308	83725
2480	399473	83565
2481	399625	83402
2482	399775	83239
2483	399936	83078
2484	400077	82913
2485	400237	82752
2486	400393	82590
2487	400569	82432
2488	400722	82269
2489	400876	82107
2490	401049	81948
2491	401262	81798
2492	401434	81639
2493	401616	81482
2494	401788	81323
2495	401943	81161
2496	402088	80997
2497	402236	80833
2498	402406	80674
2499	402556	80511
2500	402733	80353
2501	402892	80191
2502	403036	80027
2503	403223	79871
2504	403396	79713
2505	403557	79552
2506	403709	79389
2507	403853	79224
2508	404009	79062
2509	404170	78901
2510	404320	78738
2511	404494	78580
2512	404647	78417
2513	404810	78256
2514	404972	78096
2515	405125	77933
2516	405285	77772
2517	405455	77612
2518	405610	77450
2519	405771	77289
2520	405918	77126
2521	406060	76961
2522	406221	76800
2523	406387	76640
2524	406560	76481
2525	406736	76323
2526	406911	76165
2527	407063	76002
2528	407235	75843
2529	407456	75693
2530	407624	75533
2531	407848	75384
2532	408073	75234
2533	408238	75074
2534	408427	74918
2535	408597	74759
2536	408772	74600
2537	408928	74438
2538	409089	74277
2539	409247	74115
2540	409407	73954
2541	409555	73790
2542	409727	73631
2543	409902	73473
2544	410105	73319
2545	410277	73160
2546	410471	73004
2547	410646	72846
2548	410801	72683
2549	410986	72526
2550	411178	72371
2551	411330	72208
2552	411509	72050
2553	411693	71893
2554	411873	71735
2555	412041	71575
2556	412203	71414
2557	412336	71248
2558	412502	71087
2559	412695	70932
2560	412845	70768
2561	412996	70605
2562	413149	70443
2563	413357	70290
2564	413571	70137
2565	413734	69976
2566	413922	69820
2567	414123	69665
2568	414306	69508
2569	414456	69344
2570	414630	69185
2571	414790	69024
2572	414932	68859
2573	415113	68701
2574	415275	68540
2575	415458	68382
2576	415614	68220
2577	415784	68060
2578	415936	67898
2579	416074	67733
2580	416221	67569
2581	416407	67412
2582	416552	67248
2583	416747	67092
2584	416910	66931
2585	417079	66771
2586	417254	66612
2587	417434	66453
2588	417596	66292
2589	417752	66130
2590	417925	65971
2591	418094	65811
2592	418228	65645
2593	418391	65484
2594	418586	65328
2595	418763	65169
2596	418916	65007
2597	419109	64850
2598	419303	64694
2599	419487	64536
2600	419667	64378
2601	419860	64221
2602	420026	64060
2603	420193	63900
2604	420376	63742
2605	420530	63579
2606	420689	63418
2607	420864	63258
2608	421031	63098
2609	421163	62932
2610	421301	62767
2611	421495	62611
2612	421664	62450
2613	421822	62289
2614	421962	62124
2615	422117	61962
2616	422259	61797
2617	422518	61650
2618	422726	61496
2619	422881	61333
2620	423045	61172
2621	423197	61010
2622	423371	60850
2623	423536	60689
2624	423688	60526
2625	423837	60363
2626	423977	60199
2627	424132	60037
2628	424286	59874
2629	424439	59712
2630	424593	59549
2631	424759	59388
2632	424926	59228
2633	425065	59063
2634	425208	58899
2635	425357	58736
2636	425495	58572
2637	425639	58408
2638	425804	58247
2639	425960	58085
2640	426185	57932
2641	426400	57778
2642	426639	57627
2643	426910	57481
2644	427201	57337
2645	427410	57181
2646	427604	57024
2647	427840	56873
2648	428012	56712
2649	428205	56555
2650	428391	56397
2651	428555	56235
2652	428732	56076
2653	428904	55915
2654	429059	55753
2655	429228	55592
2656	429431	55436
2657	429621	55278
2658	429815	55121
2659	429987	54960
2660	430164	54801
2661	430320	54638
2662	430522	54482
2663	430710	54323
2664	430886	54163
2665	431070	54005
2666	431256	53846
2667	431458	53689
2668	431619	53527
2669	431787	53366
2670	431961	53206
2671	432159	53049
2672	432354	52891
2673	432520	52730
2674	432698	52570
2675	432927	52417
2676	433206	52269
2677	433510	52124
2678	433803	51978
2679	434107	51833
2680	434423	51690
2681	434752	51547
2682	434961	51391
2683	435154	51232
2684	435321	51071
2685	435493	50910
2686	435650	50747
2687	435849	50589
2688	436021	50428
2689	436260	50275
2690	436445	50115
2691	436675	49961
2692	436973	49814
2693	437191	49658
2694	437401	49501
2695	437597	49343
2696	437763	49181
2697	437915	49017
2698	438091	48857
2699	438269	48696
2700	438450	48536
2701	438656	48378
2702	438812	48215
2703	439025	48059
2704	439244	47902
2705	439456	47745
2706	439639	47585
2707	439799	47423
2708	439990	47263
2709	440188	47104
2710	440352	46942
2711	440549	46783
2712	440755	46626
2713	440941	46466
2714	441105	46303
2715	441330	46148
2716	441538	45990
2717	441704	45828
2718	441866	45665
2719	442040	45504
2720	442240	45345
2721	442430	45185
2722	442620	45026
2723	442788	44864
2724	442958	44702
2725	443135	44541
2726	443353	44384
2727	443564	44226
2728	443767	44067
2729	443958	43907
2730	444134	43746
2731	444325	43586
2732	444540	43429
2733	444731	43269
2734	444932	43110
2735	445104	42948
2736	445338	42792
2737	445551	42634
2738	445770	42477
2739	445972	42318
2740	446157	42157
2741	446344	41997
2742	446521	41835
2743	446687	41673
2744	446878	41513
2745	447066	41352
2746	447471	41212
2747	447861	41070
2748	448070	40911
2749	448246	40749
2750	448463	40591
2751	448686	40433
2752	448920	40277
2753	449119	40117
2754	449315	39957
2755	449499	39796
2756	449699	39636
2757	449901	39476
2758	450135	39319
2759	450345	39160
2760	450544	39000
2761	450727	38838
2762	450903	38676
2763	451120	38518
2764	451332	38359
2765	451522	38198
2766	451722	38038
2767	451906	37876
2768	452110	37716
2769	452265	37552
2770	452469	37392
2771	452668	37232
2772	453012	37083
2773	453347	36934
2774	453557	36774
2775	453921	36627
2776	454198	36473
2777	454448	36316
2778	454715	36161
2779	454976	36005
2780	455191	35845
2781	455387	35684
2782	455565	35522
2783	455744	35359
2784	455921	35196
2785	456079	35032
2786	456257	34870
2787	456429	34706
2788	456630	34546
2789	456814	34383
2790	456986	34220
2791	457285	34067
2792	457538	33909
2793	457777	33751
2794	457962	33589
2795	458177	33429
2796	458393	33269
2797	458641	33111
2798	458860	32951
2799	459040	32788
2800	459294	32631
2801	459551	32473
2802	459761	32312
2803	459992	32153
2804	460204	31992
2805	460418	31832
2806	460605	31669
2807	460812	31508
2808	461006	31346
2809	461177	31182
2810	461365	31020
2811	461600	30860
2812	461785	30698
2813	462012	30538
2814	462185	30374
2815	462393	30213
2816	462563	30049
2817	462759	29887
2818	462966	29725
2819	463159	29563
2820	463341	29400
2821	463531	29237
2822	463692	29073
2823	463912	28912
2824	464106	28749
2825	464294	28587
2826	464494	28425
2827	464706	28263
2828	464888	28100
2829	465079	27937
2830	465260	27774
2831	465442	27611
2832	465633	27448
2833	465832	27285
2834	466011	27122
2835	466213	26960
2836	466395	26796
2837	466594	26634
2838	466786	26471
2839	466978	26308
2840	467210	26147
2841	467400	25984
2842	467604	25822
2843	467778	25658
2844	467949	25494
2845	468136	25331
2846	468330	25168
2847	468495	25003
2848	468672	24840
2849	468849	24676
2850	469014	24511
2851	469201	24348
2852	469408	24186
2853	469595	24022
2854	469801	23860
2855	469976	23696
2856	470170	23533
2857	470359	23369
2858	470527	23205
2859	470716	23042
2860	470887	22877
2861	471047	22713
2862	471247	22550
2863	471436	22386
2864	471606	22222
2865	471769	22057
2866	471946	21893
2867	472130	21729
2868	472328	21566
2869	472491	21402
2870	472663	21237
2871	472840	21073
2872	473008	20909
2873	473201	20745
2874	473424	20583
2875	473635	20421
2876	473844	20258
2877	474006	20093
2878	474181	19929
2879	474377	19765
2880	474539	19600
2881	474707	19436
2882	474880	19271
2883	475058	19107
2884	475229	18943
2885	475409	18779
2886	475617	18616
2887	475808	18452
2888	475990	18288
2889	476174	18124
2890	476343	17959
2891	476521	17795
2892	476701	17631
2893	476871	17466
2894	477064	17302
2895	477252	17138
2896	477433	16974
2897	477598	16809
2898	477786	16645
2899	477990	16482
2900	478180	16318
2901	478367	16154
2902	478561	15990
2903	478748	15826
2904	478938	15662
2905	479127	15498
2906	479319	15334
2907	479516	15170
2908	479694	15005
2909	479871	14841
2910	480076	14677
2911	480269	14513
2912	480471	14349
2913	480648	14185
2914	480820	14020
2915	481002	13856
2916	481188	13691
2917	481368	13527
2918	481531	13362
2919	481715	13197
2920	481878	13032
2921	482054	12867
2922	482270	12704
2923	482431	12539
2924	482623	12374
2925	482809	12210
2926	483008	12046
2927	483186	11881
2928	483392	11717
2929	483559	11552
2930	483751	11388
2931	483937	11223
2932	484111	11058
2933	484310	10894
2934	484507	10730
2935	484718	10566
2936	484916	10401
2937	485089	10236
2938	485282	10072
2939	485491	9907
2940	485682	9743
2941	485866	9578
2942	486061	9414
2943	486266	9249
2944	486477	9085
2945	486736	8921
2946	486974	8757
2947	487234	8594
2948	487486	8430
2949	487691	8265
2950	487868	8100
2951	488053	7935
2952	488215	7770
2953	488420	7605
2954	488645	7441
2955	488810	7275
2956	488971	7110
2957	489143	6945
2958	489323	6780
2959	489484	6614
2960	489642	6449
2961	489818	6283
2962	489968	6118
2963	490124	5952
2964	490296	5787
2965	490464	5622
2966	490624	5456
2967	490771	5291
2968	490929	5125
2969	491097	4960
2970	491247	4795
2971	491399	4629
2972	491557	4464
2973	491713	4298
2974	491875	4133
2975	492038	3968
2976	492209	3802
2977	492380	3637
2978	492532	3472
2979	492691	3306
2980	492864	3141
2981	493005	2975
2982	493165	2810
2983	493328	2645
2984	493470	2479
2985	493605	2314
2986	493754	2148
2987	493905	1983
2988	494061	1818
2989	494216	1652
2990	494370	1487
2991	494515	1322
2992	494664	1156
2993	494829	991
2994	495003	826
2995	495169	661
2996	495322	495
2997	495471	330
2998	495623	165
2999	495787	0
