iter	Logloss
1511	0.07962858654
1512	0.07951659393
1513	0.07935610864
1514	0.07928365019
1515	0.07919039838
1516	0.07911658541
1517	0.07898110749
1518	0.07889898854
1519	0.07880797151
1520	0.07872612206
1521	0.0786648144
1522	0.07860630559
1523	0.07851601142
1524	0.07842822146
1525	0.078326392
1526	0.07825153826
1527	0.07814484893
1528	0.07803833727
1529	0.07799505183
1530	0.07790560026
1531	0.07783378987
1532	0.07774459337
1533	0.07764848525
1534	0.07756408749
1535	0.07745713976
1536	0.07737246474
1537	0.07732237562
1538	0.07724811952
1539	0.07716792997
1540	0.07709034951
1541	0.07700810698
1542	0.07696184277
1543	0.0768741399
1544	0.07680063044
1545	0.07672161415
1546	0.07660211466
1547	0.07652553694
1548	0.07643697234
1549	0.07636928122
1550	0.07625447826
1551	0.07616532452
1552	0.07606280822
1553	0.07600583185
1554	0.07594079377
1555	0.07589397807
1556	0.07578592906
1557	0.07570640346
1558	0.07558684686
1559	0.07551586612
1560	0.07543380714
1561	0.07531156118
1562	0.0752393297
1563	0.07515492935
1564	0.07507408752
1565	0.07503287962
1566	0.07495500087
1567	0.07488646617
1568	0.0747843056
1569	0.07473064026
1570	0.07464562789
1571	0.07457240318
1572	0.07451178896
1573	0.07442771949
1574	0.07434352885
1575	0.07424203341
1576	0.07418346772
1577	0.07410716209
1578	0.07402132679
1579	0.07393136962
1580	0.07385725784
1581	0.07379067225
1582	0.07368679088
1583	0.07362469508
1584	0.07355194744
1585	0.07346555199
1586	0.07334923362
1587	0.07326087189
1588	0.0731777382
1589	0.07309090666
1590	0.07301913864
1591	0.07296695878
1592	0.07290453757
1593	0.07281297393
1594	0.07271648496
1595	0.07265476356
1596	0.07255661945
1597	0.07248370774
1598	0.07241719808
1599	0.07235533746
1600	0.07229099281
1601	0.07218402494
1602	0.07212731778
1603	0.07206256424
1604	0.07200540553
1605	0.07193775101
1606	0.07182715659
1607	0.07174002736
1608	0.071639017
1609	0.07157466851
1610	0.07148012321
1611	0.07139498256
1612	0.07131254625
1613	0.07121681136
1614	0.07114705523
1615	0.07105244361
1616	0.07099135484
1617	0.07090691102
1618	0.07082417474
1619	0.07072681013
1620	0.0706582594
1621	0.07055932143
1622	0.07047718606
1623	0.07038847586
1624	0.07034153655
1625	0.07027424785
1626	0.07021344975
1627	0.07014718572
1628	0.07009000302
1629	0.0699938309
1630	0.0699391424
1631	0.06986537479
1632	0.06979801885
1633	0.06972086246
1634	0.06965694789
1635	0.06958672246
1636	0.06949695219
1637	0.06943893514
1638	0.06935684653
1639	0.06925615162
1640	0.06920080218
1641	0.06908997732
1642	0.06900963755
1643	0.06893882797
1644	0.06887144405
1645	0.06879705881
1646	0.06870881042
1647	0.06865458311
1648	0.06858997252
1649	0.06850375872
1650	0.06842811218
1651	0.06833339479
1652	0.06825553006
1653	0.06818892553
1654	0.0681446223
1655	0.06808353155
1656	0.06803721581
1657	0.06797972707
1658	0.06791617003
1659	0.067841655
1660	0.06777434114
1661	0.06771846971
1662	0.06765336604
1663	0.06761368281
1664	0.0675058634
1665	0.06745849659
1666	0.06739172605
1667	0.06727035355
1668	0.06715277892
1669	0.06706670376
1670	0.06701787141
1671	0.06697218604
1672	0.06691242629
1673	0.06683344687
1674	0.06673296521
1675	0.06666749632
1676	0.06658183
1677	0.06651757858
1678	0.06647343642
1679	0.06639339233
1680	0.06632544882
1681	0.066264546
1682	0.06623680826
1683	0.06617067703
1684	0.06611772175
1685	0.06606538686
1686	0.06599750064
1687	0.06596382532
1688	0.06589005101
1689	0.06579730297
1690	0.06573133606
1691	0.06568310633
1692	0.06561818377
1693	0.06553419033
1694	0.06542639608
1695	0.06535600749
1696	0.06532049703
1697	0.06525278406
1698	0.06518755352
1699	0.06511427778
1700	0.06505243998
1701	0.0649980193
1702	0.06496105589
1703	0.06491969508
1704	0.0648714236
1705	0.06481245285
1706	0.06469087807
1707	0.06464826211
1708	0.06460888123
1709	0.06456810219
1710	0.0644901589
1711	0.06441546163
1712	0.06435259413
1713	0.06424047534
1714	0.06418993576
1715	0.06408190224
1716	0.06401819339
1717	0.06391018197
1718	0.06382884892
1719	0.06377513755
1720	0.06371000632
1721	0.06363980443
1722	0.06358171037
1723	0.06346643746
1724	0.063433788
1725	0.06336564444
1726	0.06327468451
1727	0.06321376711
1728	0.06314615782
1729	0.06309462806
1730	0.06302774458
1731	0.0629476094
1732	0.06288449025
1733	0.06280037815
1734	0.06274084806
1735	0.06266033231
1736	0.06256477397
1737	0.06247985301
1738	0.0624033113
1739	0.06235598718
1740	0.06228181759
1741	0.06222864434
1742	0.06218067988
1743	0.06213075309
1744	0.06207290715
1745	0.06200275519
1746	0.06192745918
1747	0.06185713752
1748	0.0617806866
1749	0.06172534015
1750	0.06164706497
1751	0.06158100104
1752	0.06150934679
1753	0.0614447486
1754	0.06138977581
1755	0.06134283685
1756	0.06131171282
1757	0.06124352011
1758	0.06118893534
1759	0.06114308632
1760	0.06109607955
1761	0.06105208731
1762	0.06098501423
1763	0.06092708737
1764	0.06085652122
1765	0.06079172358
1766	0.06073978829
1767	0.06069258595
1768	0.06066270087
1769	0.06058320924
1770	0.06050377151
1771	0.06044081412
1772	0.06038477507
1773	0.06033520355
1774	0.06028364855
1775	0.06021571526
1776	0.06016727073
1777	0.0601322781
1778	0.06007870128
1779	0.05999894862
1780	0.05992602379
1781	0.05987657405
1782	0.05983950783
1783	0.05980262298
1784	0.0597331283
1785	0.05965885806
1786	0.05960284012
1787	0.05954933347
1788	0.05949065196
1789	0.05942183402
1790	0.05936925387
1791	0.05931758361
1792	0.0592478778
1793	0.05915572983
1794	0.05907619446
1795	0.0590278735
1796	0.05897199809
1797	0.05890962389
1798	0.05879949975
1799	0.05873226438
1800	0.05867403748
1801	0.05862086334
1802	0.05855666001
1803	0.05849334263
1804	0.05846731576
1805	0.05839638218
1806	0.05833207283
1807	0.05828960622
1808	0.05821916679
1809	0.0581678431
1810	0.05809223503
1811	0.05804529416
1812	0.05800283202
1813	0.0579476987
1814	0.05789442545
1815	0.05781312559
1816	0.05773472855
1817	0.05764595985
1818	0.05760979314
1819	0.05756015607
1820	0.05749913083
1821	0.05744986665
1822	0.0574052333
1823	0.05734273383
1824	0.05727134844
1825	0.0572073714
1826	0.0571205478
1827	0.05706766304
1828	0.05699809374
1829	0.05693939746
1830	0.05684644693
1831	0.05679328913
1832	0.0567291695
1833	0.05666516922
1834	0.05661831238
1835	0.0565736005
1836	0.05650438224
1837	0.0564461948
1838	0.05637157504
1839	0.05631769975
1840	0.05626687993
1841	0.05619582981
1842	0.05613101625
1843	0.05606487547
1844	0.05601797347
1845	0.05599269494
1846	0.05592922784
1847	0.0558810977
1848	0.05584267503
1849	0.05579176049
1850	0.0557510953
1851	0.05567793266
1852	0.05562543802
1853	0.05554577731
1854	0.05549372197
1855	0.05542708571
1856	0.05536272086
1857	0.05530318205
1858	0.05525804654
1859	0.05520866797
1860	0.05513059583
1861	0.05507571264
1862	0.05502131734
1863	0.05498514815
1864	0.05490461402
1865	0.05485421761
1866	0.05481251911
1867	0.05475666808
1868	0.05471909485
1869	0.05463934068
1870	0.05460837978
1871	0.05455783396
1872	0.05451210153
1873	0.05447026694
1874	0.05439264408
1875	0.05434304863
1876	0.05429315599
1877	0.0542576943
1878	0.05419865594
1879	0.05413171626
1880	0.05407052854
1881	0.05403058963
1882	0.0539653615
1883	0.05391252597
1884	0.05384171422
1885	0.05378628767
1886	0.05372389625
1887	0.05367727812
1888	0.05364415273
1889	0.05356426801
1890	0.05350925904
1891	0.05343302194
1892	0.05339162743
1893	0.05334950093
1894	0.05327168684
1895	0.05320472035
1896	0.05313564603
1897	0.05308789742
1898	0.05306849638
1899	0.05302240851
1900	0.05298507896
1901	0.05293025003
1902	0.05289653619
1903	0.05284800644
1904	0.05281124139
1905	0.05276091524
1906	0.05270162753
1907	0.05266352988
1908	0.05260881163
1909	0.0525442594
1910	0.0525084599
1911	0.05246182648
1912	0.0524053421
1913	0.05235484663
1914	0.05225685405
1915	0.05222539031
1916	0.05218107928
1917	0.05212341299
1918	0.05209852373
1919	0.05206913076
1920	0.05202661887
1921	0.0519594025
1922	0.05192211323
1923	0.05187167277
1924	0.05180971669
1925	0.05178998151
1926	0.05172633711
1927	0.05169255372
1928	0.05165357904
1929	0.05160196223
1930	0.05155785486
1931	0.05150177372
1932	0.05143460707
1933	0.0513912901
1934	0.05134261795
1935	0.0513021436
1936	0.05126776474
1937	0.05121694419
1938	0.05115779145
1939	0.0510692387
1940	0.05102196206
1941	0.05095679006
1942	0.05090585257
1943	0.05084225816
1944	0.05078711355
1945	0.05074161959
1946	0.05067390421
1947	0.05059408485
1948	0.05054377644
1949	0.05046952188
1950	0.05041912157
1951	0.05037480686
1952	0.05032213085
1953	0.05027245672
1954	0.05024350791
1955	0.05019082519
1956	0.05014334523
1957	0.05008741773
1958	0.05004009472
1959	0.04995534505
1960	0.04990105154
1961	0.04987269283
1962	0.04982951076
1963	0.04979113134
1964	0.04972989107
1965	0.04970175754
1966	0.04966976057
1967	0.04964265567
1968	0.04960716921
1969	0.04956003964
1970	0.04951766824
1971	0.04946408335
1972	0.04941975138
1973	0.0493679004
1974	0.04931059094
1975	0.0492661426
1976	0.049225736
1977	0.04916572793
1978	0.04911938437
1979	0.04907176855
1980	0.04901460735
1981	0.04898232086
1982	0.04894741485
1983	0.04889212624
1984	0.04886744346
1985	0.04883377383
1986	0.04877911375
1987	0.048744462
1988	0.04869166819
1989	0.04866030422
1990	0.04863660948
1991	0.04858375041
1992	0.0485352227
1993	0.04847102504
1994	0.04841547086
1995	0.04837519435
1996	0.04833767582
1997	0.04829808364
1998	0.04825821376
1999	0.04820191073
2000	0.04814874167
2001	0.04810993944
2002	0.04807601283
2003	0.04804409454
2004	0.04801034705
2005	0.04796895986
2006	0.04789636043
2007	0.04783733071
2008	0.04777507994
2009	0.04771694694
2010	0.04765869121
2011	0.04761383365
2012	0.04756367329
2013	0.04750329568
2014	0.0474523118
2015	0.0474068356
2016	0.04736150954
2017	0.04730021457
2018	0.04725459611
2019	0.04721513986
2020	0.04714286857
2021	0.04709532222
2022	0.04705811639
2023	0.04698221083
2024	0.04692245905
2025	0.04685395368
2026	0.04681527071
2027	0.04676423488
2028	0.04670693394
2029	0.04666395249
2030	0.04660669431
2031	0.04653953649
2032	0.04650085316
2033	0.04646547928
2034	0.04643448695
2035	0.04639109045
2036	0.04632988921
2037	0.04627003703
2038	0.04623306937
2039	0.04618809608
2040	0.0461554834
2041	0.04612389342
2042	0.04608713481
2043	0.0460475853
2044	0.04599211747
2045	0.04596195119
2046	0.0459243693
2047	0.04589887592
2048	0.04584710001
2049	0.04580897769
2050	0.04576175913
2051	0.04572024543
2052	0.04566658855
2053	0.04561789037
2054	0.04558824302
2055	0.04553021041
2056	0.04546965716
2057	0.04542624366
2058	0.04539151527
2059	0.04535572084
2060	0.04532860378
2061	0.04527506105
2062	0.04526276096
2063	0.04524211235
2064	0.04519549284
2065	0.04514441958
2066	0.04510026614
2067	0.0450702079
2068	0.04503636499
2069	0.04498992592
2070	0.04492950945
2071	0.0448910597
2072	0.04486530243
2073	0.04480123434
2074	0.04476612957
2075	0.0447362095
2076	0.04468462399
2077	0.04464142432
2078	0.04460071138
2079	0.04453392332
2080	0.04448290746
2081	0.04442577215
2082	0.04439004549
2083	0.04435198625
2084	0.04431471905
2085	0.04427996076
2086	0.04424087142
2087	0.0441882073
2088	0.04414019333
2089	0.04411502549
2090	0.04408669691
2091	0.04403271047
2092	0.04399896475
2093	0.04395380844
2094	0.04390930981
2095	0.04386840148
2096	0.043830107
2097	0.04380526901
2098	0.04375242935
2099	0.04370735939
2100	0.0436554769
2101	0.04361905976
2102	0.04358292769
2103	0.04353740858
2104	0.04350725008
2105	0.04347640396
2106	0.04343163001
2107	0.04340524156
2108	0.04338324728
2109	0.04333559391
2110	0.04329015864
2111	0.04325524689
2112	0.04322712502
2113	0.04315133618
2114	0.0431145872
2115	0.04306854284
2116	0.04302548095
2117	0.04299482792
2118	0.04294494786
2119	0.04288103993
2120	0.04284630695
2121	0.04280372487
2122	0.04276352632
2123	0.0427273859
2124	0.04268986923
2125	0.0426443889
2126	0.04259859161
2127	0.04257279629
2128	0.04252167631
2129	0.04246053007
2130	0.04242743829
2131	0.04238796867
2132	0.04234900168
2133	0.04231541537
2134	0.04227406073
2135	0.04223920695
2136	0.04220213186
2137	0.04214828588
2138	0.04211202374
2139	0.04207774907
2140	0.04204976873
2141	0.04202077568
2142	0.04197470615
2143	0.04192869307
2144	0.04187218836
2145	0.04183334111
2146	0.04179665529
2147	0.04176941785
2148	0.04172790438
2149	0.04169070576
2150	0.04163779355
2151	0.0415916492
2152	0.04154905126
2153	0.04150119245
2154	0.04146738092
2155	0.04144125735
2156	0.0414053566
2157	0.04135771839
2158	0.04133440487
2159	0.04130300201
2160	0.04127104078
2161	0.04124050558
2162	0.04119424285
2163	0.04116473515
2164	0.04112049471
2165	0.04108549611
2166	0.04104759895
2167	0.04100758799
2168	0.04097203628
2169	0.04092565613
2170	0.04089129998
2171	0.04086423778
2172	0.04081361928
2173	0.0407722399
2174	0.04073924864
2175	0.04070960648
2176	0.04066732323
2177	0.04063275125
2178	0.0406144102
2179	0.04057969908
2180	0.04053982316
2181	0.0405029955
2182	0.0404664635
2183	0.04042932475
2184	0.04038773176
2185	0.04035892154
2186	0.04033207403
2187	0.04029830447
2188	0.04026571889
2189	0.04023671917
2190	0.04021111378
2191	0.04018514481
2192	0.04014176534
2193	0.04010281636
2194	0.0400735312
2195	0.0400434706
2196	0.04000832241
2197	0.03996221683
2198	0.03992958049
2199	0.03990224144
2200	0.03986394656
2201	0.03982547708
2202	0.03977041006
2203	0.03974074744
2204	0.03969758434
2205	0.03965477286
2206	0.03961915531
2207	0.03957981291
2208	0.03954796415
2209	0.03952538209
2210	0.03948534091
2211	0.03945114038
2212	0.03942680982
2213	0.0393955492
2214	0.03934785123
2215	0.03930981538
2216	0.03927624748
2217	0.03923347256
2218	0.03917534393
2219	0.03913590325
2220	0.03910337756
2221	0.03906189966
2222	0.03902179206
2223	0.03898378867
2224	0.03895604777
2225	0.03892812396
2226	0.03888063927
2227	0.03884951423
2228	0.03882841193
2229	0.03880292465
2230	0.03874168311
2231	0.03870894716
2232	0.03869277577
2233	0.03863644865
2234	0.03860439191
2235	0.03856279525
2236	0.03854068304
2237	0.03850760507
2238	0.03847343583
2239	0.03844493795
2240	0.03840567474
2241	0.03837748076
2242	0.03833779506
2243	0.03830561474
2244	0.03826717384
2245	0.03822498467
2246	0.03818051016
2247	0.03813950081
2248	0.0380966576
2249	0.03806398106
2250	0.03803744902
2251	0.03800109957
2252	0.03796377963
2253	0.037943958
2254	0.03792023873
2255	0.03788651869
2256	0.03784006587
2257	0.03781411578
2258	0.03779405993
2259	0.03776197159
2260	0.03773253874
2261	0.03771113122
2262	0.03768938591
2263	0.03766079379
2264	0.03761788648
2265	0.03759417332
2266	0.03756820967
2267	0.0375425717
2268	0.03751140146
2269	0.03748207566
2270	0.03744982122
2271	0.0374144321
2272	0.03739238334
2273	0.03736540352
2274	0.03733534601
2275	0.03730428602
2276	0.03726795123
2277	0.03724139852
2278	0.03720600513
2279	0.03718241674
2280	0.03715541454
2281	0.03712115303
2282	0.03710247087
2283	0.03707983517
2284	0.03703532604
2285	0.03698085482
2286	0.03695936535
2287	0.03692829972
2288	0.03689744407
2289	0.0368692714
2290	0.03683995283
2291	0.03680898184
2292	0.03679152122
2293	0.0367676872
2294	0.0367280308
2295	0.03669754271
2296	0.03667093203
2297	0.03663818315
2298	0.0366031922
2299	0.03656942478
2300	0.03655257678
2301	0.03651859925
2302	0.03646954418
2303	0.03644106455
2304	0.03639961055
2305	0.03635569081
2306	0.03630457372
2307	0.03628192744
2308	0.03622389851
2309	0.03619602882
2310	0.0361732697
2311	0.03615152027
2312	0.03611296357
2313	0.03609390917
2314	0.03605928847
2315	0.03602449085
2316	0.03599003174
2317	0.03595893775
2318	0.03592681804
2319	0.03589498788
2320	0.0358525592
2321	0.03581246704
2322	0.03578226248
2323	0.03575108182
2324	0.03572046166
2325	0.03570209877
2326	0.03568187221
2327	0.03565531526
2328	0.03562225866
2329	0.03559493769
2330	0.03556226867
2331	0.03552092278
2332	0.03550128102
2333	0.03547844699
2334	0.03546191485
2335	0.03543657826
2336	0.03539721265
2337	0.0353675669
2338	0.03535171003
2339	0.03531020139
2340	0.03529090132
2341	0.03526979963
2342	0.0352280782
2343	0.03517832874
2344	0.0351596316
2345	0.03512473605
2346	0.03509046734
2347	0.03506793643
2348	0.0350288835
2349	0.03499691496
2350	0.03496855793
2351	0.0349425172
2352	0.0349205429
2353	0.03487686812
2354	0.03484078459
2355	0.03481387455
2356	0.03477985288
2357	0.03475563325
2358	0.0347302929
2359	0.0347059129
2360	0.0346638163
2361	0.03463717852
2362	0.03460747188
2363	0.03458312137
2364	0.03454829354
2365	0.03452088791
2366	0.03449981913
2367	0.03447585007
2368	0.03444559698
2369	0.03441982482
2370	0.03439503403
2371	0.03435841795
2372	0.0343188419
2373	0.03426842318
2374	0.03423885783
2375	0.0342199578
2376	0.03419459261
2377	0.0341666298
2378	0.03414647324
2379	0.03412276794
2380	0.03409019777
2381	0.03405924912
2382	0.03403773241
2383	0.03400238273
2384	0.03397124335
2385	0.0339309704
2386	0.03389669698
2387	0.03387425854
2388	0.03382529213
2389	0.0338005915
2390	0.03378630237
2391	0.03375812969
2392	0.03372836455
2393	0.03369104456
2394	0.03366248353
2395	0.03363896908
2396	0.03361663888
2397	0.03359408365
2398	0.03356338014
2399	0.033531154
2400	0.03350124984
2401	0.03346990072
2402	0.03345457946
2403	0.03341937415
2404	0.03338074663
2405	0.03333800908
2406	0.03331811005
2407	0.03330144768
2408	0.0332819763
2409	0.03324834166
2410	0.03321904644
2411	0.03318279701
2412	0.03315189653
2413	0.03313169555
2414	0.03311087133
2415	0.03307723696
2416	0.03303721784
2417	0.03300746096
2418	0.03298673008
2419	0.03296729761
2420	0.03293647283
2421	0.03290715851
2422	0.0328710337
2423	0.03283918294
2424	0.03282022313
2425	0.03279776598
2426	0.03276854598
2427	0.03273685066
2428	0.03270730354
2429	0.03267603734
2430	0.03266050946
2431	0.03263172783
2432	0.03259898215
2433	0.0325737099
2434	0.03253569427
2435	0.03251333857
2436	0.03249457747
2437	0.03246168127
2438	0.0324388933
2439	0.03241707823
2440	0.03238766114
2441	0.0323625923
2442	0.03233906913
2443	0.03231023074
2444	0.03228283468
2445	0.03223970565
2446	0.03221177753
2447	0.0321885093
2448	0.03216558107
2449	0.03213609272
2450	0.03211889846
2451	0.03210168755
2452	0.03208524173
2453	0.03204828507
2454	0.03202159683
2455	0.03199791269
2456	0.03196443337
2457	0.03194234488
2458	0.03190493327
2459	0.03187745361
2460	0.0318560378
2461	0.03182762084
2462	0.03180045094
2463	0.03177828566
2464	0.03175073119
2465	0.03173568477
2466	0.03171097716
2467	0.03168071626
2468	0.03166989702
2469	0.03164146513
2470	0.03162297317
2471	0.03159053828
2472	0.03156428793
2473	0.03153573794
2474	0.03151112054
2475	0.03149274758
2476	0.03147349942
2477	0.03144324342
2478	0.03142074192
2479	0.0314054525
2480	0.03137665379
2481	0.031360541
2482	0.03132982502
2483	0.03130699064
2484	0.03129362095
2485	0.03125939041
2486	0.03122189501
2487	0.03119344819
2488	0.03117558593
2489	0.03113931646
2490	0.03111901389
2491	0.03107279487
2492	0.03104334314
2493	0.03101982928
2494	0.0309947398
2495	0.03097227101
2496	0.03095190062
2497	0.03092714957
2498	0.03089798904
2499	0.03087000578
2500	0.03085202517
2501	0.03082866165
2502	0.0308055571
2503	0.03078873485
2504	0.03075996814
2505	0.03072917394
2506	0.03070369582
2507	0.03068129966
2508	0.0306572598
2509	0.03063157778
2510	0.03060939063
2511	0.03057914577
2512	0.03055599088
2513	0.03054620702
2514	0.03051989889
2515	0.03049884037
2516	0.03048509814
2517	0.03045542506
2518	0.03043044546
2519	0.03040773682
2520	0.03038685218
2521	0.03036284818
2522	0.03034159197
2523	0.03032574733
2524	0.03029230902
2525	0.03027450519
2526	0.03025000791
2527	0.03023303253
2528	0.03021685368
2529	0.03019540394
2530	0.03017143258
2531	0.03015333709
2532	0.03012737166
2533	0.03011410365
2534	0.03007110141
2535	0.03004432054
2536	0.03001864696
2537	0.02998644105
2538	0.02995735019
2539	0.02992934813
2540	0.02990058815
2541	0.02987384987
2542	0.02985047806
2543	0.02981939227
2544	0.02980504028
2545	0.0297740686
2546	0.02975151151
2547	0.02973457263
2548	0.02970944177
2549	0.02969303857
2550	0.02966503615
2551	0.02964911609
2552	0.0296215575
2553	0.02960097106
2554	0.02958124276
2555	0.02955843228
2556	0.02954473198
2557	0.02953310933
2558	0.02951607701
2559	0.02948894263
2560	0.0294591716
2561	0.02942889053
2562	0.02940629172
2563	0.02938136521
2564	0.02937025814
2565	0.02934575258
2566	0.02932711544
2567	0.02930512902
2568	0.0292734113
2569	0.02925945092
2570	0.02922955496
2571	0.02920206291
2572	0.02918375729
2573	0.02916189231
2574	0.02913965709
2575	0.02910465667
2576	0.02908193164
2577	0.02905540525
2578	0.02902974878
2579	0.02899928678
2580	0.02897369227
2581	0.02895586406
2582	0.02893669697
2583	0.02891977994
2584	0.02890196227
2585	0.02887327217
2586	0.02885039834
2587	0.02883448682
2588	0.02881255813
2589	0.02879613425
2590	0.02877630686
2591	0.02875379771
2592	0.02872856785
2593	0.02870111847
2594	0.02867224456
2595	0.02865291004
2596	0.02864451754
2597	0.02862118483
2598	0.02859904019
2599	0.02857718845
2600	0.02856118784
2601	0.02853755691
2602	0.02851078651
2603	0.0284922129
2604	0.02846472808
2605	0.02844690101
2606	0.02843264702
2607	0.02842001291
2608	0.02838648571
2609	0.02836232452
2610	0.02835251686
2611	0.02832911959
2612	0.02830249456
2613	0.0282752147
2614	0.02825433607
2615	0.02823422778
2616	0.0282211359
2617	0.02820188805
2618	0.02817220636
2619	0.02814698428
2620	0.02813303645
2621	0.02810206583
2622	0.0280784782
2623	0.02805773984
2624	0.02802440216
2625	0.02801064488
2626	0.02800246811
2627	0.0279839089
2628	0.02795762198
2629	0.02792852485
2630	0.02790693023
2631	0.0278783162
2632	0.02786605845
2633	0.02784979045
2634	0.02781156032
2635	0.0277853827
2636	0.027772616
2637	0.02774618279
2638	0.02771862347
2639	0.02770231985
2640	0.02767758975
2641	0.02765443825
2642	0.02763899022
2643	0.02760491723
2644	0.02757559359
2645	0.02755086506
2646	0.02752241141
2647	0.02749789526
2648	0.02747875947
2649	0.02744764727
2650	0.0274213979
2651	0.02740521316
2652	0.02736926867
2653	0.02734205078
2654	0.02733451018
2655	0.02731069455
2656	0.02729407638
2657	0.02727000677
2658	0.02724027959
2659	0.02722020219
2660	0.0272033165
2661	0.02718741487
2662	0.02716235632
2663	0.02713135566
2664	0.02711141684
2665	0.02709093996
2666	0.02707148939
2667	0.02704654635
2668	0.02702949465
2669	0.02701095299
2670	0.02699628231
2671	0.02697748354
2672	0.02696620827
2673	0.02694818778
2674	0.02693040258
2675	0.02689238027
2676	0.02687311616
2677	0.02685792092
2678	0.0268322061
2679	0.02681347474
2680	0.02678420602
2681	0.02674817531
2682	0.02672750896
2683	0.02671254372
2684	0.0266941727
2685	0.02666560053
2686	0.02665296421
2687	0.02663036966
2688	0.02661002712
2689	0.02658073464
2690	0.02655222507
2691	0.02652698236
2692	0.02650931873
2693	0.02649024119
2694	0.02646918528
2695	0.02645180509
2696	0.02643728735
2697	0.02642617131
2698	0.02640698537
2699	0.02637743393
2700	0.02635666535
2701	0.02632309744
2702	0.0263078987
2703	0.02627544968
2704	0.02625604141
2705	0.02623976401
2706	0.02621727679
2707	0.02620299621
2708	0.02618782717
2709	0.0261645794
2710	0.02614659785
2711	0.02612110045
2712	0.02609408467
2713	0.02607534765
2714	0.02605140719
2715	0.02602737657
2716	0.0260071818
2717	0.02599207044
2718	0.0259635191
2719	0.02594531954
2720	0.02591838688
2721	0.02589155211
2722	0.02587022973
2723	0.02584611878
2724	0.02582943254
2725	0.02581643543
2726	0.02579593626
2727	0.0257769406
2728	0.025757566
2729	0.02573910064
2730	0.02572463687
2731	0.02569740321
2732	0.02567626653
2733	0.02565844492
2734	0.02564429274
2735	0.02562716826
2736	0.02561347243
2737	0.02559473908
2738	0.0255817233
2739	0.02556539173
2740	0.02554965721
2741	0.02553194096
2742	0.02551388276
2743	0.02549617265
2744	0.02547615079
2745	0.02546150111
2746	0.02544854049
2747	0.02543898181
2748	0.02541930196
2749	0.02539779874
2750	0.0253745136
2751	0.02534485791
2752	0.02532546267
2753	0.02530455205
2754	0.02529244321
2755	0.02527162609
2756	0.02525217247
2757	0.02523334229
2758	0.02521309917
2759	0.02518208711
2760	0.02516975385
2761	0.02515369022
2762	0.02513452318
2763	0.02510987002
2764	0.02508742518
2765	0.02507443973
2766	0.02505843293
2767	0.02504406033
2768	0.02502968262
2769	0.02501694839
2770	0.02499662257
2771	0.0249741735
2772	0.02495086296
2773	0.02493225999
2774	0.02491781233
2775	0.02489776774
2776	0.02487161368
2777	0.02485710533
2778	0.02484675029
2779	0.02481551201
2780	0.02479325301
2781	0.02476772602
2782	0.024751735
2783	0.02473228392
2784	0.02471976076
2785	0.02470460323
2786	0.02468751508
2787	0.0246729658
2788	0.02465483944
2789	0.02463734165
2790	0.02462501859
2791	0.02460466785
2792	0.02459021485
2793	0.0245667838
2794	0.02455417784
2795	0.02454177438
2796	0.02452453181
2797	0.02451036971
2798	0.02448963946
2799	0.02448125882
2800	0.02445923322
2801	0.02444596378
2802	0.02442108224
2803	0.02440314116
2804	0.02439056526
2805	0.02437455497
2806	0.02435471914
2807	0.02433938789
2808	0.02431672717
2809	0.02429536143
2810	0.02427306245
2811	0.02425052441
2812	0.02423864811
2813	0.02421583291
2814	0.02419953913
2815	0.02417486328
2816	0.02416021158
2817	0.02414774601
2818	0.02413004953
2819	0.02411426306
2820	0.02409711806
2821	0.02408624936
2822	0.02407500638
2823	0.02404677324
2824	0.0240178219
2825	0.02399879389
2826	0.02397595001
2827	0.02395876636
2828	0.02394802552
2829	0.02393466992
2830	0.02391741513
2831	0.02390738828
2832	0.02389059129
2833	0.02387104839
2834	0.02384969562
2835	0.02382363157
2836	0.02380701326
2837	0.02379158527
2838	0.02377392336
2839	0.02375789485
2840	0.02373870144
2841	0.02372017549
2842	0.02370719942
2843	0.02369224898
2844	0.02367783688
2845	0.02365744751
2846	0.02364116387
2847	0.02362985177
2848	0.02361326699
2849	0.0235960483
2850	0.02358224183
2851	0.02356985033
2852	0.02355007091
2853	0.0235329252
2854	0.02350185534
2855	0.02348577746
2856	0.0234733814
2857	0.0234580523
2858	0.02344370446
2859	0.0234280908
2860	0.02340684937
2861	0.02339563033
2862	0.02337732296
2863	0.02336053103
2864	0.02334789966
2865	0.023332549
2866	0.02332458025
2867	0.02330794181
2868	0.02329025841
2869	0.02327610279
2870	0.02325747619
2871	0.0232346035
2872	0.02320796954
2873	0.02319256833
2874	0.02317626996
2875	0.02316008788
2876	0.02314175737
2877	0.02312975633
2878	0.02311549578
2879	0.02309739892
2880	0.02307641744
2881	0.02305881297
2882	0.02304789464
2883	0.0230352683
2884	0.02302422375
2885	0.02300889751
2886	0.02298736156
2887	0.02296843469
2888	0.02295031314
2889	0.02293032017
2890	0.02292192237
2891	0.02290442619
2892	0.02288413107
2893	0.02287460032
2894	0.02284895035
2895	0.02282824337
2896	0.02280497217
2897	0.02278277553
2898	0.02276308137
2899	0.02274901374
2900	0.02271704731
2901	0.02270118854
2902	0.02267626496
2903	0.02265830291
2904	0.02263363991
2905	0.02262082877
2906	0.02260464559
2907	0.02259106393
2908	0.0225688494
2909	0.02255601712
2910	0.0225291842
