iter	Logloss
407	0.3178356534
408	0.3175998876
409	0.3169736107
410	0.3166407086
411	0.3161185241
412	0.315645381
413	0.3152277314
414	0.3146953603
415	0.3141230957
416	0.3136502559
417	0.3132936029
418	0.3127974316
419	0.3124742576
420	0.3119248107
421	0.3115617813
422	0.3109107153
423	0.3102978582
424	0.3098289856
425	0.3095478034
426	0.3091995858
427	0.3087985635
428	0.3083308413
429	0.3078777871
430	0.3072287447
431	0.3067748025
432	0.3063460893
433	0.3060254258
434	0.3055889673
435	0.3050950421
436	0.3046050196
437	0.3043237417
438	0.3036798945
439	0.3032832164
440	0.302927463
441	0.302692965
442	0.3022636042
443	0.3018239365
444	0.3014385927
445	0.3010202393
446	0.3007407052
447	0.3002229171
448	0.2997019978
449	0.299249801
450	0.2988541792
451	0.2985765391
452	0.2981955614
453	0.2976812111
454	0.2973142274
455	0.2969731243
456	0.2964508404
457	0.2959716134
458	0.2956003884
459	0.2950407892
460	0.2946491754
461	0.2943225402
462	0.2939299382
463	0.2936690498
464	0.2931359727
465	0.2927664444
466	0.2925395553
467	0.2922764294
468	0.2918852577
469	0.291599374
470	0.2913242855
471	0.2909407028
472	0.290696805
473	0.2902998859
474	0.2899505612
475	0.2894613118
476	0.2890049063
477	0.2887787728
478	0.2882895745
479	0.2878627305
480	0.2873626108
481	0.2869500095
482	0.2865828712
483	0.2861474203
484	0.2858338409
485	0.2855790718
486	0.2851775511
487	0.2847870244
488	0.2844844662
489	0.2839998107
490	0.2833775999
491	0.2831318814
492	0.2827838979
493	0.2823344947
494	0.2820093757
495	0.2816731215
496	0.2812770821
497	0.2808313194
498	0.28047674
499	0.2801947656
500	0.2799287247
501	0.2797616763
502	0.2793183483
503	0.2790630822
504	0.2786067738
505	0.2783058334
506	0.2778359784
507	0.2775492321
508	0.2772212412
509	0.2767378011
510	0.2764196108
511	0.2760244515
512	0.2757207891
513	0.2751723037
514	0.2747102238
515	0.274370554
516	0.2740105613
517	0.2736739196
518	0.2732835538
519	0.273049147
520	0.2728384668
521	0.2725410975
522	0.2722099542
523	0.2718916864
524	0.2715793853
525	0.2710591781
526	0.2705903073
527	0.2701768481
528	0.2696530287
529	0.2692572459
530	0.2687695512
531	0.2684612744
532	0.2680944756
533	0.2677881547
534	0.2671863377
535	0.2668649218
536	0.2664266754
537	0.2661397838
538	0.2658232909
539	0.2655529599
540	0.2652467989
541	0.2649756829
542	0.2646311653
543	0.2643702887
544	0.2640617914
545	0.2637150062
546	0.263370257
547	0.2626779158
548	0.2622558361
549	0.2618749572
550	0.2615858152
551	0.2613556266
552	0.2610767303
553	0.2605827614
554	0.2602808025
555	0.259897907
556	0.2594312337
557	0.259188238
558	0.25892443
559	0.2586561429
560	0.2582648043
561	0.2579081095
562	0.2574984886
563	0.2571302752
564	0.2567701057
565	0.2563865793
566	0.2560595656
567	0.2557298424
568	0.2554952942
569	0.2552128124
570	0.2549447715
571	0.2546675031
572	0.2542429894
573	0.2540063781
574	0.2534731978
575	0.2530874276
576	0.2527750343
577	0.252457996
578	0.2520532064
579	0.2517550357
580	0.2514631632
581	0.2512084342
582	0.2507463142
583	0.2505066186
584	0.2500798861
585	0.2497319555
586	0.249340548
587	0.2490712379
588	0.2488323222
589	0.2484064165
590	0.2481444849
591	0.2478258528
592	0.2474451656
593	0.2472595352
594	0.2468567549
595	0.2466078068
596	0.2461111408
597	0.245717336
598	0.2452054899
599	0.244811948
600	0.2445548683
601	0.244227824
602	0.2438631164
603	0.243604735
604	0.2432332033
605	0.2428387216
606	0.2425365842
607	0.2422927715
608	0.2420295313
609	0.2415024725
610	0.2410459466
611	0.2406297954
612	0.2403155941
613	0.2400074091
614	0.2397234438
615	0.2394667668
616	0.239105242
617	0.2389101527
618	0.2386175275
619	0.2383049865
620	0.2379475098
621	0.237517154
622	0.237251787
623	0.2370509052
624	0.2367391289
625	0.2363240455
626	0.2359198929
627	0.2355090207
628	0.2352864409
629	0.2349157037
630	0.234554857
631	0.2342273934
632	0.2338570896
633	0.2336022951
634	0.2333751361
635	0.2330191904
636	0.2326829014
637	0.2323667257
638	0.2320418296
639	0.2318763769
640	0.231587414
641	0.2313883068
642	0.231183242
643	0.2308428357
644	0.2305547286
645	0.2303571924
646	0.2300937124
647	0.2298469808
648	0.2296527261
649	0.2293493803
650	0.2289612502
651	0.2286908825
652	0.228478216
653	0.2281687595
654	0.2276996378
655	0.2273814349
656	0.2270939126
657	0.2267516789
658	0.2264416476
659	0.2261775033
660	0.2258876815
661	0.2254890795
662	0.2253043
663	0.2251109182
664	0.2247846971
665	0.224517561
666	0.2241615557
667	0.2237938889
668	0.2235332493
669	0.2231905044
670	0.2229538715
671	0.2226680558
672	0.2222814933
673	0.2219715611
674	0.221788701
675	0.2214977609
676	0.2211542166
677	0.2209699118
678	0.2206624731
679	0.2202606912
680	0.2200756443
681	0.2197672275
682	0.2194067288
683	0.2189884966
684	0.2184347853
685	0.2182537986
686	0.2179124145
687	0.2176108968
688	0.2172526584
689	0.2168580739
690	0.2166744447
691	0.2164871433
692	0.2161479991
693	0.215802988
694	0.2155237636
695	0.2152905473
696	0.214875417
697	0.2147072385
698	0.2144590417
699	0.214157868
700	0.2138348076
701	0.2134743912
702	0.2133280402
703	0.2131292274
704	0.2128518022
705	0.212677488
706	0.2124929252
707	0.2122750819
708	0.2120003641
709	0.211608118
710	0.2113708981
711	0.2111108914
712	0.2108074493
713	0.2105221204
714	0.2102636914
715	0.2097863583
716	0.2095937488
717	0.2093569013
718	0.2091033839
719	0.2086385933
720	0.2083880647
721	0.208136306
722	0.207840335
723	0.2076173273
724	0.2074051506
725	0.2071142296
726	0.206902401
727	0.2066952832
728	0.2064282061
729	0.2062546915
730	0.2059704779
731	0.2056651657
732	0.2054109814
733	0.2051578242
734	0.2048857625
735	0.2045566648
736	0.2042517437
737	0.2038704872
738	0.2034939341
739	0.2031054064
740	0.202911356
741	0.2026601575
742	0.2022825218
743	0.2019756608
744	0.2017888489
745	0.2015878173
746	0.201317907
747	0.2011514532
748	0.2009277673
749	0.2006590278
750	0.2003796756
751	0.2001613603
752	0.1999763945
753	0.199752112
754	0.1995466152
755	0.1993861196
756	0.1990529337
757	0.1988866941
758	0.1985457122
759	0.1983559727
760	0.1981872456
761	0.1977926156
762	0.1974376207
763	0.1972673288
764	0.196999735
765	0.196643115
766	0.1963177116
767	0.1959160502
768	0.1956150223
769	0.1953802145
770	0.1950207153
771	0.1948286641
772	0.1946052113
773	0.1943783351
774	0.1940515388
775	0.1938001942
776	0.193587646
777	0.1934479416
778	0.1932509079
779	0.1929464671
780	0.1927882755
781	0.1925372714
782	0.1922879541
783	0.1920266085
784	0.1915999878
785	0.1914045945
786	0.1911492357
787	0.1908814511
788	0.1906872594
789	0.1904600471
790	0.1902544609
791	0.1898807511
792	0.1896315272
793	0.1894149453
794	0.1890761661
795	0.1888081307
796	0.1886179944
797	0.1883342464
798	0.1881599614
799	0.1880128965
800	0.1878803609
801	0.1876671862
802	0.1875001128
803	0.1873570933
804	0.1869999999
805	0.1867385615
806	0.1865794355
807	0.1863219489
808	0.1860899968
809	0.1858959489
810	0.1855965793
811	0.1852857557
812	0.1850739612
813	0.1848314036
814	0.1846495597
815	0.1843407921
816	0.1840589555
817	0.1838240758
818	0.1836709892
819	0.1834312687
820	0.1831865374
821	0.1829661831
822	0.1826882255
823	0.1824297334
824	0.1821430782
825	0.181826638
826	0.1815541403
827	0.1813483968
828	0.1810669597
829	0.1807556589
830	0.1806098208
831	0.1802995625
832	0.1800578597
833	0.1799236623
834	0.1796384097
835	0.179348092
836	0.1791126525
837	0.178802125
838	0.178475152
839	0.1783311127
840	0.1781579042
841	0.1778609725
842	0.1776359291
843	0.1775171376
844	0.1772866491
845	0.1771598447
846	0.1768306768
847	0.1764073931
848	0.1761538351
849	0.1760164246
850	0.1757703593
851	0.1755171661
852	0.1752334159
853	0.1750189612
854	0.1746974992
855	0.1744712539
856	0.1742773541
857	0.174011109
858	0.173869541
859	0.1735649635
860	0.173318248
861	0.1731832672
862	0.1729925434
863	0.1726984922
864	0.1723891607
865	0.1721638316
866	0.1720092637
867	0.1717997039
868	0.1714030544
869	0.1711603699
870	0.1709533072
871	0.170715692
872	0.1705311392
873	0.1704031831
874	0.1701173923
875	0.1698831099
876	0.1696448571
877	0.1693290133
878	0.168988937
879	0.1688735419
880	0.1686723538
881	0.1683645026
882	0.1680942757
883	0.167826056
884	0.1676315085
885	0.1674670413
886	0.1671803385
887	0.1669433834
888	0.1666698221
889	0.1664426142
890	0.1662362987
891	0.1659915374
892	0.165842905
893	0.1656022822
894	0.165429127
895	0.1652837532
896	0.1651348648
897	0.1650102928
898	0.1648026465
899	0.1646689874
900	0.1644056981
901	0.1641202815
902	0.1639130806
903	0.1637255081
904	0.1634530014
905	0.1632860508
906	0.163141448
907	0.1629012036
908	0.1625828271
909	0.1623997663
910	0.1621676599
911	0.1620518313
912	0.1618685296
913	0.1617042475
914	0.1615178658
915	0.1613833195
916	0.1611950811
917	0.1610392819
918	0.1608124054
919	0.1605488538
920	0.1603889275
921	0.1602087115
922	0.1600037248
923	0.1598123056
924	0.159590091
925	0.15946997
926	0.1592317923
927	0.1590338081
928	0.1588688808
929	0.158583481
930	0.1583825711
931	0.1581621568
932	0.157986591
933	0.1577551359
934	0.1575494326
935	0.157329757
936	0.1571311412
937	0.1567929863
938	0.1566064437
939	0.1563787627
940	0.1561614913
941	0.1559918187
942	0.1558005101
943	0.1556922969
944	0.1555461539
945	0.1553727436
946	0.155229615
947	0.1549581978
948	0.1547728146
949	0.15455083
950	0.154220684
951	0.1540505089
952	0.1537874416
953	0.1536067721
954	0.1534227555
955	0.153253177
956	0.1530967946
957	0.1528580899
958	0.1526611817
959	0.1524916076
960	0.1521852659
961	0.1519482398
962	0.1517642041
963	0.1515779882
964	0.1513938987
965	0.1511766926
966	0.1510927857
967	0.1509138965
968	0.1507792211
969	0.1505867326
970	0.1504623465
971	0.1502929495
972	0.1501351559
973	0.1499730566
974	0.1497051727
975	0.1495728537
976	0.1494033093
977	0.1492425589
978	0.1490665637
979	0.1487774246
980	0.1486029998
981	0.1484725262
982	0.1483259727
983	0.1481538412
984	0.1478618744
985	0.1476908838
986	0.1474822376
987	0.1473610577
988	0.1470941054
989	0.1468997775
990	0.1467019185
991	0.1464457168
992	0.1462433461
993	0.1460164783
994	0.1458234552
995	0.1456662014
996	0.1454891457
997	0.1452430935
998	0.1450523165
999	0.1448439638
1000	0.1446652471
1001	0.1444790728
1002	0.1443179585
1003	0.144033386
1004	0.1439007328
1005	0.1437575683
1006	0.1435016648
1007	0.1431909748
1008	0.1430651019
1009	0.1429342894
1010	0.1428360863
1011	0.1427070363
1012	0.1425097892
1013	0.1423235907
1014	0.1421394523
1015	0.1419152282
1016	0.1416697685
1017	0.1414168939
1018	0.1412721183
1019	0.1411084168
1020	0.1408948481
1021	0.1406086375
1022	0.1404218318
1023	0.1402928771
1024	0.1401453288
1025	0.139973453
1026	0.1397586788
1027	0.1395553507
1028	0.1394452915
1029	0.1392914867
1030	0.1392038407
1031	0.1390026541
1032	0.1388483238
1033	0.1386875723
1034	0.1385325467
1035	0.1384191201
1036	0.13823476
1037	0.1381169494
1038	0.13793509
1039	0.137769556
1040	0.137529467
1041	0.1373921247
1042	0.1372009499
1043	0.137097642
1044	0.1368786341
1045	0.1367034358
1046	0.1365292886
1047	0.1364250524
1048	0.1362321409
1049	0.1359953318
1050	0.1357814526
1051	0.1357070488
1052	0.1355712823
1053	0.1353931951
1054	0.1352221363
1055	0.1350586383
1056	0.1349065571
1057	0.1347616623
1058	0.134600252
1059	0.134523824
1060	0.1342931517
1061	0.1341365112
1062	0.1339997167
1063	0.1337781647
1064	0.1336771962
1065	0.1335086253
1066	0.1333873602
1067	0.1332639489
1068	0.1331653208
1069	0.1329675379
1070	0.1328572307
1071	0.1327015011
1072	0.1325370543
1073	0.1323977837
1074	0.1322935087
1075	0.1321359117
1076	0.1319520272
1077	0.1317197205
1078	0.1314933741
1079	0.1312405526
1080	0.1310844034
1081	0.130920452
1082	0.1307039631
1083	0.1305371736
1084	0.1303678861
1085	0.1301839299
1086	0.1300637831
1087	0.1299126237
1088	0.1297389251
1089	0.1295854313
1090	0.1294980282
1091	0.1294038004
1092	0.129271705
1093	0.1291139122
1094	0.1289915398
1095	0.1288693945
1096	0.1287455901
1097	0.1285925116
1098	0.1284992002
1099	0.1283708581
1100	0.1282651371
1101	0.1280842751
1102	0.1279538513
1103	0.1277943372
1104	0.1275759503
1105	0.1274421723
1106	0.1272783444
1107	0.1271331921
1108	0.1270327438
1109	0.1269027704
1110	0.1267318142
1111	0.1264729593
1112	0.1262791009
1113	0.1260941488
1114	0.1260032136
1115	0.1258723553
1116	0.1257000732
1117	0.1255654213
1118	0.125434262
1119	0.125264956
1120	0.1250755022
1121	0.1249438304
1122	0.1248642972
1123	0.124711578
1124	0.1244613821
1125	0.1243038173
1126	0.1241914281
1127	0.1240238305
1128	0.1239203944
1129	0.1237808673
1130	0.1235632397
1131	0.1234254211
1132	0.1232657482
1133	0.1230871674
1134	0.1229278712
1135	0.1227736503
1136	0.1226054087
1137	0.1224594488
1138	0.1223712036
1139	0.1222340241
1140	0.1220719905
1141	0.1219625076
1142	0.1218786532
1143	0.121705712
1144	0.121514182
1145	0.1213240628
1146	0.1211423827
1147	0.121021826
1148	0.1209266212
1149	0.1207908013
1150	0.1207238336
1151	0.1204924284
1152	0.1203627579
1153	0.1202032578
1154	0.1201081387
1155	0.1200331092
1156	0.1198342384
1157	0.1196178291
1158	0.119529855
1159	0.1194339031
1160	0.1193038471
1161	0.1192002581
1162	0.1189858747
1163	0.1188632249
1164	0.1187622407
1165	0.1185640392
1166	0.1183411052
1167	0.1181688877
1168	0.1180704905
1169	0.1179578571
1170	0.1177925654
1171	0.1176883569
1172	0.1175527825
1173	0.1173807435
1174	0.1172526364
1175	0.1171400702
1176	0.117029664
1177	0.1168240339
1178	0.1166839404
1179	0.1165148074
1180	0.116402039
1181	0.1162754948
1182	0.1161359019
1183	0.1159236295
1184	0.1157805123
1185	0.1155681297
1186	0.1154450917
1187	0.1153272143
1188	0.1152203937
1189	0.1150699641
1190	0.1149370025
1191	0.114806641
1192	0.114660276
1193	0.114524491
1194	0.1143132462
1195	0.1141744675
1196	0.1140727512
1197	0.1139339559
1198	0.113827456
1199	0.1136713758
1200	0.1135449447
1201	0.1134330001
1202	0.1132961299
1203	0.113206778
1204	0.1129956418
1205	0.1129123352
1206	0.1127611812
1207	0.1126204964
1208	0.1124689549
1209	0.1123364495
1210	0.1122066304
1211	0.112147192
1212	0.1120554622
1213	0.1118587137
1214	0.1117277287
1215	0.1116153832
1216	0.111438936
1217	0.1112965729
1218	0.1111275359
1219	0.1109511106
1220	0.1108625308
1221	0.1107466681
1222	0.1106026571
1223	0.1104434551
1224	0.1103167587
1225	0.1102508545
1226	0.1101014429
1227	0.1099806497
1228	0.1097999996
1229	0.1096520031
1230	0.1095907399
1231	0.1095161373
1232	0.1093740947
1233	0.1092837735
1234	0.1091269742
1235	0.1090159707
1236	0.1089035006
1237	0.1087789431
1238	0.1086646603
1239	0.108509943
1240	0.1083950338
1241	0.1082320928
1242	0.1081047776
1243	0.1079812069
1244	0.1078265552
1245	0.1077011387
1246	0.1074822017
1247	0.1073892978
1248	0.1072506704
1249	0.1071166542
1250	0.1069778932
1251	0.1069030125
1252	0.1067642651
1253	0.1066178214
1254	0.106515811
1255	0.1063780275
1256	0.1062838345
1257	0.1060703306
1258	0.1059136899
1259	0.1057772312
1260	0.1056615123
1261	0.1055567452
1262	0.1054483506
1263	0.1053310427
1264	0.1052349027
1265	0.1051123947
1266	0.104953361
1267	0.1048483964
1268	0.1047235659
1269	0.1046094933
1270	0.1044703472
1271	0.1043270953
1272	0.1042001374
1273	0.1040927788
1274	0.1039982464
1275	0.1039315573
1276	0.103781625
1277	0.1036586368
1278	0.1035518978
1279	0.1034119762
1280	0.1032909809
1281	0.1031844897
1282	0.1030147411
1283	0.1028817708
1284	0.1027578217
1285	0.1026463421
1286	0.1025152101
1287	0.102401009
1288	0.1023224346
1289	0.10222841
1290	0.1020742518
1291	0.1019165903
1292	0.1018205515
1293	0.1016823604
1294	0.1015556053
1295	0.1013867528
1296	0.101271709
1297	0.1011810331
1298	0.1010758702
1299	0.1009149306
1300	0.1007639795
1301	0.1006612606
1302	0.1005909279
1303	0.1004894158
1304	0.1003668116
1305	0.1002167397
1306	0.1000790359
1307	0.0999793198
1308	0.09990409675
1309	0.09979196817
1310	0.09967075095
1311	0.09956866649
1312	0.09943574207
1313	0.09934610031
1314	0.09927433645
1315	0.09918385448
1316	0.09909193731
1317	0.09894760741
1318	0.09885589288
1319	0.09875500781
1320	0.09866816644
1321	0.0985579898
1322	0.09847248464
1323	0.09839492246
1324	0.09829220875
1325	0.0981551046
1326	0.09803098052
1327	0.09794034094
1328	0.09783153925
1329	0.09773868988
1330	0.09759338713
1331	0.09747881123
1332	0.09736740072
1333	0.09727275141
1334	0.09714886336
1335	0.09706938004
1336	0.09691401488
1337	0.09680512687
1338	0.09668320085
1339	0.09651380978
1340	0.09644438833
1341	0.09637226288
1342	0.09624502093
1343	0.09615203244
1344	0.09602704263
1345	0.09593091276
1346	0.09582954062
1347	0.0957238391
1348	0.09561582198
1349	0.09550693858
1350	0.09541797772
1351	0.09535612373
1352	0.09526562841
1353	0.09519829278
1354	0.09510594208
1355	0.09500637396
1356	0.09485775097
1357	0.09476651805
1358	0.09464053451
1359	0.09449243587
1360	0.09439614723
1361	0.09424885742
1362	0.09410258738
1363	0.09402710639
1364	0.09392812901
1365	0.09382632032
1366	0.09370630859
1367	0.09363892773
1368	0.09351267573
1369	0.09344219408
1370	0.09336374657
1371	0.09325580864
1372	0.09317536195
1373	0.09309506854
1374	0.09295709184
1375	0.09284930849
1376	0.09273576132
1377	0.09261085814
1378	0.09247020013
1379	0.09238739733
1380	0.09226100849
1381	0.092134652
1382	0.09209669797
1383	0.09200462174
1384	0.09197464104
1385	0.09190130278
1386	0.09181471427
1387	0.09173855683
1388	0.09165555004
1389	0.09150259987
1390	0.09139521992
1391	0.09126524107
1392	0.09114222328
1393	0.09105538837
1394	0.09093721471
1395	0.09082499639
1396	0.09073285751
1397	0.09066066673
1398	0.09056469796
1399	0.09047478705
1400	0.09035977949
1401	0.09021723857
1402	0.09008719026
1403	0.08992427152
1404	0.08979034793
1405	0.08969964651
1406	0.08960223571
1407	0.08949757379
1408	0.08940064462
1409	0.0892754847
1410	0.08920466933
1411	0.08914962806
1412	0.08904449346
1413	0.08893962611
1414	0.08876784088
1415	0.08869730608
1416	0.08850029875
1417	0.08838658817
1418	0.0882952978
1419	0.08817333604
1420	0.08809743902
1421	0.08798467245
1422	0.08787403548
1423	0.08780691836
1424	0.08770943617
1425	0.08763125446
1426	0.08756252384
1427	0.08742509553
1428	0.0873604024
1429	0.0872737073
1430	0.08716805957
1431	0.08705100708
1432	0.08691522482
1433	0.08684586421
1434	0.08677494602
1435	0.08664839064
1436	0.08658194795
1437	0.08648435952
1438	0.08637256363
1439	0.08631209832
1440	0.08621683932
1441	0.08614256188
1442	0.08602633017
1443	0.08592672301
1444	0.08583742034
1445	0.08572998185
1446	0.08565462453
1447	0.08555747308
1448	0.08538667286
1449	0.0853017077
1450	0.08522613112
1451	0.08514175574
1452	0.08502751882
1453	0.08493649812
1454	0.08483052875
1455	0.08478171735
1456	0.0846732644
1457	0.08455308994
1458	0.08445773404
1459	0.08439343475
1460	0.08425897855
1461	0.08415589878
1462	0.08409597083
1463	0.08401900172
1464	0.08396599881
1465	0.08390799106
1466	0.08379809149
1467	0.08365948708
1468	0.08355187912
1469	0.08348743669
1470	0.08340353292
1471	0.0833068116
1472	0.08319947581
1473	0.08307160388
1474	0.08298946845
1475	0.08291303293
1476	0.08281089616
1477	0.08274293959
1478	0.08263740269
1479	0.08252594492
1480	0.08242616501
1481	0.0823169471
1482	0.08222992457
1483	0.08208405808
1484	0.0819560741
1485	0.0818733567
1486	0.08178469472
1487	0.08169858413
1488	0.08163974573
1489	0.08155859742
1490	0.08146414133
1491	0.08140873687
1492	0.08133405916
1493	0.08126367297
1494	0.08117803246
1495	0.08108861371
1496	0.08099869644
1497	0.08091836497
1498	0.08076094344
1499	0.0806533443
1500	0.08060082055
1501	0.08051343223
1502	0.08042655552
1503	0.08037540723
1504	0.08025243172
1505	0.08015483152
1506	0.08001640765
1507	0.07989963856
1508	0.07982323232
1509	0.07975972769
1510	0.07971697916
